ASSIGNMENT_ID,GLOBAL_ID,TEACHER_ID,SCHOOL_ID,POSITION_TITLE,SUBJECTS_TAUGHT,GRADE_LEVELS_TAUGHT,START_DATE,END_DATE,EMPLOYMENT_TYPE,SALARY_RANGE,SUPERVISOR_NAME,DEPARTMENT,IS_CURRENT_POSITION,CREATED_DATE,LAST_MODIFIED
ASG0136,353387d5-ef19-40d1-bc36-fb0c9297d528,T052,SCH021,IB DP Coordinator,Mathematics,Grades K-5,2012-08-01,2015-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0137,9be57eb1-f15b-46ec-9b4c-58fd0cd4f7ff,T052,SCH024,MYP Coordinator,Physical Education,Grades 9-12,2016-08-01,2018-06-30,Part-time,,,Physical Education & Health,No,2026-06-07,2026-06-07
ASG0138,ca062417-ad75-422d-bece-65cfc00459c9,T052,SCH018,Head of School,Administration,Grades 9-12,2019-08-01,2023-06-30,Full-time,,,School Leadership,No,2026-06-07,2026-06-07
ASG0139,0ac5d476-6780-462e-ac1c-ccfd78c0fbf3,T053,SCH038,Senior Teacher,Design Technology,Grades 9-12,2018-08-01,2023-06-30,Part-time,,,Technology,No,2026-06-07,2026-06-07
ASG0140,10d5c2ce-4110-4bec-8b3c-1f48f322f25a,T053,SCH031,Teacher,Design Technology,Grades 9-12,2024-08-01,,Full-time,,,Technology,Yes,2026-06-07,2026-06-07
ASG0141,dea674cd-8f16-413f-97b2-effcf8904952,T054,SCH010,Teacher,Economics,Grades 11-12,2007-08-01,2009-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0142,95c1459b-4cd9-4f2f-8dab-81ce7e040ace,T054,SCH017,Teacher,Economics,Grades K-5,2010-08-01,2014-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0143,bb901e12-5172-42c6-bc6f-e9c1bdbbe729,T054,SCH018,Counselor,Counselor,Grades 6-12,2015-08-01,2017-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0144,b08b7467-eb5a-42d9-88cc-2278cd091e83,T054,SCH004,Dean of Students,Dean of Students,Grades K-5,2018-08-01,2022-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0145,00449229-d608-4fce-8677-5ea454b855c8,T055,SCH008,Teacher,Visual Arts,Grades K-5,2018-08-01,2020-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0146,395072db-aa0e-4728-8098-2b03975710ab,T055,SCH001,Teacher,Theory of Knowledge,Grades 9-10,2020-08-01,2023-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0147,1e0a58fa-46db-4c60-a4bc-7b6d3d5197c6,T056,SCH001,Teacher,Music,PK-K,2014-08-01,2018-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0148,e3dae1a2-45f0-41d9-9e94-c1bf94285c76,T056,SCH010,Teacher,Music,Grades 11-12,2018-08-01,2020-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0149,2877477e-566f-4476-b19f-18c486365bb5,T056,SCH018,Teacher,Music,PK-K,2021-08-01,2025-06-30,Part-time,,,Arts,No,2026-06-07,2026-06-07
ASG0150,75db747b-c61c-44a2-a0e0-f7f65740cba6,T057,SCH022,Teacher,Design Technology,Grades 6-8,2001-08-01,2004-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0151,cecca431-f1f5-4879-a027-66c69cdc6c32,T057,SCH016,Senior Teacher,Design Technology,Grades 9-12,2005-08-01,2009-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0152,0a915453-2330-4c74-b8b3-8e0c2851dc08,T057,SCH017,PYP Coordinator,Design Technology,Grades 9-12,2009-08-01,2014-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0153,5694527e-7950-40f4-84a2-810b94de426e,T057,SCH024,Head of School,Administration,PK-K,2015-08-01,2019-06-30,Full-time,,,School Leadership,No,2026-06-07,2026-06-07
ASG0154,b262130e-d383-4658-afc5-73c4f2f40daf,T057,SCH031,PYP Coordinator,Design Technology,PK-K,2020-08-01,2022-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0155,6137cdd6-29c8-4f8f-87a3-aa52030fe78a,T058,SCH002,Teacher,Arabic,Grades 9-10,2020-08-01,2022-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0156,63740a48-65b1-4c3d-9f38-d1577a5efc89,T058,SCH029,Teacher,Arabic,PK-K,2023-08-01,2026-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0157,10ec4a42-f4cf-4f62-86a6-55104536dbaf,T059,SCH023,Senior Teacher,Business Management,Grades 6-12,2009-08-01,2011-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0158,cdaaba89-3001-4ea0-b761-ede721542091,T059,SCH012,Teacher,Mandarin,Grades K-5,2011-08-01,2014-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0159,bf7187cc-9e74-4be8-a782-de9725e5e1be,T059,SCH004,Teacher,Business Management,PK-K,2015-08-01,2020-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0160,df2021ab-4445-4c93-8dc4-603a091b7330,T059,SCH019,Senior Teacher,Business Management,Grades 6-12,2021-08-01,2023-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0161,4f1440fb-7914-47c9-95d9-7e4d934f489a,T060,SCH024,Teacher,English,Grades K-5,2012-08-01,2016-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0162,6e4e3ffe-8fba-44be-9cc8-f2e481adf3cf,T060,SCH033,Teacher,Physics,PK-K,2016-08-01,2021-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0163,65b4503c-fb0a-4380-b3a8-49cc92d1672d,T060,SCH018,IB DP Coordinator,English,Grades 11-12,2021-08-01,2024-06-30,Part-time,,,English,No,2026-06-07,2026-06-07
ASG0164,e3a6e582-e67d-4dff-b134-0303c659c704,T061,SCH025,Teacher,Arabic,Grades 9-12,2009-08-01,2013-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0165,e4cb246b-4276-479d-9e62-a372aeff66dd,T061,SCH008,Teacher,Arabic,Grades 9-10,2014-08-01,2017-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0166,4e4e8c3d-0d35-4366-8f04-b086265466b0,T061,SCH014,Subject Coordinator,Arabic,Grades 11-12,2017-08-01,2022-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0167,777664c0-d7ef-47c3-8762-4e5939b62eaa,T062,SCH035,Senior Teacher,Arabic,Grades 9-10,2008-08-01,2011-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0168,ff2e0fd2-5434-45f6-ac2e-a9b9943a9a08,T062,SCH037,Teacher,Physics,Grades 6-12,2012-08-01,2016-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0169,1f6fbaf7-86fb-4808-a5f2-372675a6b678,T062,SCH008,Senior Teacher,Physics,Grades 11-12,2016-08-01,2021-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0170,7af1ea85-ae6b-4110-81ac-0e8ccade8a81,T063,SCH031,Senior Teacher,Business Management,Grades 9-12,2015-08-01,2020-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0171,e37f3e13-6280-4378-b3a5-8753f92ec2f2,T063,SCH005,IB DP Coordinator,Business Management,Grades 11-12,2021-08-01,,Full-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0172,365d2b60-9785-44c1-a64f-4317dfe70231,T064,SCH029,Teacher,Chemistry,Grades 9-10,2016-08-01,2021-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0173,5abe4820-72a3-4acf-8fe9-15e22a3d0e46,T064,SCH022,Senior Teacher,Chemistry,Grades 6-8,2021-08-01,,Full-time,,,Science,Yes,2026-06-07,2026-06-07
ASG0174,2a3d2c55-e07f-431b-b7ed-f1a9203f9c90,T065,SCH031,Teacher,Design Technology,Grades K-5,2010-08-01,2012-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0175,512a0442-4cd3-45d7-925d-aca955382413,T065,SCH019,Teacher,Design Technology,Grades K-5,2013-08-01,2017-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0176,e5f7185f-dda2-4475-ad61-99af14dae52a,T065,SCH022,MYP Coordinator,Design Technology,Grades 9-10,2018-08-01,2020-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0177,5ad98579-cbe6-4d6b-8982-1e198ba2b629,T065,SCH027,Teacher,Geography,Grades 6-12,2020-08-01,2022-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0178,2b086a31-6524-4a9c-bda8-23c0d74057fe,T066,SCH002,Teacher,History,Grades 9-12,2019-08-01,2022-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0179,d70bc97c-582f-4520-9a5b-35a8a0eb1685,T066,SCH018,Teacher,History,Grades K-5,2022-08-01,,Part-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0180,2229432e-740a-49c6-a357-8a3d71ea00d3,T067,SCH016,Teacher,Business Management,PK-K,2017-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0181,5f3cd902-beaf-4b5c-9693-f8f3d6e266c1,T067,SCH006,Teacher,Business Management,Grades 11-12,2022-08-01,,Full-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0182,e9fc3d8b-0295-4072-834e-49db405a8e66,T068,SCH024,Teacher,Geography,Grades 9-10,2012-08-01,2016-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0183,4e031fa0-b965-4311-a032-9b479cc62a76,T068,SCH005,Teacher,Geography,Grades 6-8,2016-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0184,59d0cfbf-2bc2-4b81-8f71-0fd65dd5f29f,T068,SCH030,PYP Coordinator,Geography,Grades 6-12,2022-08-01,2025-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0185,d634f901-0613-4848-9a17-4dd948b580b3,T069,SCH018,Teacher,Economics,Grades 11-12,2009-08-01,2014-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0186,c547e852-74ef-4d22-82c9-10a58379a52a,T069,SCH037,Librarian,Librarian,Grades 6-12,2015-08-01,2020-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0187,b4155699-0817-4f77-b0b8-9f89eebe0a4f,T069,SCH016,Teacher,Economics,Grades 9-12,2021-08-01,,Full-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0188,f2e3abd2-b2d6-47a0-9e9b-b2072b36499f,T070,SCH031,Teacher,Primary Homeroom,PK-K,2016-08-01,2019-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0189,7f6d68a6-2bca-4204-a47f-883493091b7c,T070,SCH030,Senior Teacher,Mathematics,PK-K,2019-08-01,2021-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0190,4727ef60-fcb0-4a1c-b5e2-7bb2e9ab5fba,T071,SCH003,Teacher,Spanish,Grades 6-12,2010-08-01,2012-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0191,6b6f10f5-5961-41b0-ab44-8dbafbc8327c,T071,SCH008,Teacher,Spanish,Grades 6-8,2012-08-01,2015-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0192,29162598-f461-495b-9d7c-5c89dc352caf,T071,SCH012,Teacher,Spanish,PK-K,2015-08-01,2018-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0193,67a177ce-3cae-47c8-9dc6-950fa0d174c9,T071,SCH030,Senior Teacher,Spanish,Grades 11-12,2018-08-01,2020-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0194,56be43a7-5de4-40ba-b8b2-9c29ee9b87a3,T072,SCH008,Senior Teacher,History,Grades 9-12,2010-08-01,2014-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0195,9ee8017b-d004-4980-bf5c-8e5749451434,T072,SCH023,Teacher,History,Grades K-5,2014-08-01,2016-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0196,75b8655a-bf49-4b6f-8e44-d055952e70ea,T072,SCH013,Teacher,History,PK-K,2017-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0197,7b284630-fa4d-46dd-8075-7262c097f398,T073,SCH003,Teacher,Primary Homeroom,Grades 9-12,2005-08-01,2009-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0198,53a20ce6-7fff-407e-934f-985ff02da84e,T073,SCH016,Teacher,Primary Homeroom,Grades K-5,2009-08-01,2013-06-30,Part-time,,,Primary,No,2026-06-07,2026-06-07
ASG0199,528fd859-beaf-4f94-893f-8fb113625b18,T073,SCH019,Dean of Students,Dean of Students,Grades 6-8,2013-08-01,2017-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0200,bbd25e97-2fe9-4677-a38b-69c82ccbda3c,T073,SCH010,Teacher,Primary Homeroom,Grades 9-10,2018-08-01,2021-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0201,79a70f11-7476-41ce-9215-c0f4a2f338a6,T074,SCH008,Teacher,Design Technology,Grades K-5,2011-08-01,2015-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0202,ff97069a-e458-4e32-81e6-8ae76e833b53,T074,SCH036,Teacher,Biology,Grades 6-12,2015-08-01,2018-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0203,6e31abd4-5a64-4f63-9241-ca646863fc96,T074,SCH007,PYP Coordinator,Biology,PK-K,2018-08-01,2022-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0204,ebbb1905-3184-434f-942d-f3f624766100,T075,SCH038,Teacher,Spanish,Grades 11-12,2015-08-01,2017-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0205,4fe6cfb2-f6c7-466a-be1d-8a6b179548b3,T075,SCH031,Senior Teacher,Spanish,Grades 6-12,2018-08-01,2022-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0206,6608c5d4-60b3-4d1a-9c00-a4a7c7664f62,T076,SCH025,Teacher,Physics,Grades 9-10,2008-08-01,2011-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0207,eee6e8ef-9625-4f1c-9a5a-d80068e83fac,T076,SCH018,Teacher,Physics,Grades 6-8,2012-08-01,2016-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0208,21db2a3d-c44c-4e85-9f56-124f64d161fb,T076,SCH013,Senior Teacher,English,Grades 9-12,2017-08-01,2019-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0209,13d62a29-32c1-4d39-bdd8-4dcea790d147,T076,SCH039,Athletic Director,Athletic Director,Grades 6-12,2020-08-01,2025-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0210,31070bd8-d443-4728-acd7-764b25f84834,T077,SCH035,Teacher,Mathematics,Grades 6-8,2015-08-01,2020-06-30,Full-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0211,507cd878-79db-41b4-a9cb-c0a55e2b6c9d,T077,SCH036,Senior Teacher,Mathematics,PK-K,2020-08-01,2024-06-30,Part-time,,,Mathematics,No,2026-06-07,2026-06-07
ASG0212,6e3a8051-94b3-4c2c-ad12-c4d14f9feb11,T078,SCH021,Senior Teacher,Primary Homeroom,Grades 6-8,2017-08-01,2020-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0213,bb9aac9c-024c-48d0-8baf-0ca23e69074c,T078,SCH016,Senior Teacher,Primary Homeroom,Grades 9-10,2021-08-01,2025-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0214,8f88e8f1-e15f-4246-9905-2579fd681ff6,T079,SCH001,Teacher,Spanish,Grades 11-12,2014-08-01,2019-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0215,39c6b5eb-5257-4779-a423-f07a7c806d95,T079,SCH005,Teacher,Spanish,Grades 9-10,2019-08-01,,Part-time,,,Languages,Yes,2026-06-07,2026-06-07
ASG0216,cbe0ce4c-45de-446c-8168-cbf1482c7290,T080,SCH036,Teacher,Design Technology,Grades K-5,2018-08-01,2021-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0217,b101aa02-0d89-4170-8b62-dc8c02d12ef7,T080,SCH016,Teacher,Primary Homeroom,Grades 6-8,2021-08-01,2023-06-30,Full-time,,,Primary,No,2026-06-07,2026-06-07
ASG0218,a32aa546-710b-4b4b-bb37-c20831f34b75,T081,SCH007,Teacher,Biology,Grades K-5,2011-08-01,2015-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0219,8b602a19-c921-4f5f-a60d-8dc3141ea354,T081,SCH002,Teacher,Biology,PK-K,2016-08-01,2020-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0220,ecf453d4-e682-45f8-b8cd-8fdbf7a88b8c,T081,SCH026,Subject Coordinator,Biology,Grades 9-12,2021-08-01,,Full-time,,,Science,Yes,2026-06-07,2026-06-07
ASG0221,20c1ac65-6a8d-443a-9f17-c341b726ed00,T082,SCH023,Teacher,Geography,PK-K,2013-08-01,2017-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0222,95b1abbc-9372-462c-a54a-eeaf37d0872e,T082,SCH005,Teacher,English as an Additional Language,Grades 6-12,2018-08-01,2022-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0223,10e093b8-d743-492b-96d5-188994878c14,T083,SCH012,Senior Teacher,Chemistry,Grades 6-8,2008-08-01,2012-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0224,cbfa9db6-d6b0-4591-a07b-d8b70d2a575a,T083,SCH010,Senior Teacher,Psychology,Grades 11-12,2013-08-01,2015-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0225,f10206d4-9b81-469a-9bdb-f74429203977,T083,SCH020,Dean of Students,Dean of Students,Grades 6-8,2016-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0226,4ff2ebb2-4b09-4e72-955c-1a93b547866e,T083,SCH025,Counselor,Counselor,Grades 11-12,2021-08-01,,Full-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0227,a14b4592-fb65-4ec8-8eaf-b7960dc501fd,T084,SCH005,Teacher,Geography,PK-K,2008-08-01,2010-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0228,66733fce-fc6b-4b0f-9c37-04c8793cb4a3,T084,SCH036,Teacher,French,Grades 6-8,2011-08-01,2015-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0229,43b24658-8e74-41a1-9d41-0c450c4b54d8,T084,SCH029,Dean of Students,Dean of Students,Grades 11-12,2015-08-01,2017-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0230,1e3cedd9-cc4b-40ae-b056-192bee377e30,T084,SCH008,Subject Coordinator,English as an Additional Language,Grades 9-12,2018-08-01,2023-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0231,f4ea248e-1fda-4e84-b11e-fa10a19c6e89,T085,SCH010,Teacher,Geography,Grades 9-12,2016-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0232,2046e60e-64d5-47a1-9eaf-29566de6d554,T085,SCH036,Head of Department,Geography,Grades 6-12,2022-08-01,,Part-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0233,e39131d0-d6c4-42d9-9c24-606a6d91e4b0,T086,SCH011,Teacher,Early Years,Grades K-5,2014-08-01,2016-06-30,Full-time,,,Early Years,No,2026-06-07,2026-06-07
ASG0234,5dccb76d-d8a4-4f89-9a63-92cf8540ac1a,T086,SCH018,Teacher,Business Management,PK-K,2017-08-01,2020-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0235,13dded6e-ad27-4972-8ff2-3ac9a6f1c767,T086,SCH012,Counselor,Counselor,Grades 11-12,2020-08-01,2023-06-30,Full-time,,,Early Years,No,2026-06-07,2026-06-07
ASG0236,5c5c6abe-247a-4b16-85f7-700e6e3506d7,T087,SCH026,Teacher,Spanish,Grades K-5,2007-08-01,2010-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0237,2f3332a2-2a0f-4a6d-a35d-a98c705a3b99,T087,SCH002,Teacher,Chemistry,Grades 9-10,2011-08-01,2016-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0238,8f57fa58-ba84-4351-8e7a-424a1badc7cc,T087,SCH006,Teacher,Visual Arts,PK-K,2017-08-01,2021-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0239,1c269636-c912-49eb-9a0f-ce07927d3677,T087,SCH037,MYP Coordinator,Spanish,Grades 11-12,2022-08-01,2025-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0240,386362dd-c1cf-41a4-a1a6-6437556501f9,T088,SCH007,Senior Teacher,English as an Additional Language,PK-K,2016-08-01,2019-06-30,Part-time,,,English,No,2026-06-07,2026-06-07
ASG0241,c118272c-aa9f-4325-b33f-77bf2c9493d0,T088,SCH003,Teacher,Theory of Knowledge,PK-K,2020-08-01,2022-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0242,f6409997-5dce-4ece-a952-722b300da3b3,T089,SCH039,Teacher,Mandarin,Grades 6-8,2014-08-01,2016-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0243,b00d12f1-bde3-416c-9138-4c59242ec08f,T089,SCH005,Teacher,Mandarin,Grades 9-10,2016-08-01,2018-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0244,986cb59f-2763-4082-b586-0874e61b7a4b,T089,SCH024,Teacher,Mandarin,Grades K-5,2019-08-01,2021-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0245,febeea55-0e2f-40a8-afc9-eaa4a04e3697,T090,SCH025,Teacher,Arabic,Grades K-5,2018-08-01,2020-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0246,5c1f724f-a3c6-41d7-9b77-1a14325fee31,T090,SCH015,Teacher,Arabic,Grades 6-8,2020-08-01,,Full-time,,,Languages,Yes,2026-06-07,2026-06-07
ASG0247,6131c4f6-8de2-4482-974a-d2d78ff2dfbf,T091,SCH023,Teacher,Design Technology,Grades 11-12,2014-08-01,2018-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0248,a05ff86b-c89e-4366-92c1-bb0d7b505cda,T091,SCH025,Senior Teacher,Design Technology,Grades K-5,2019-08-01,2021-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0249,09d640ba-928d-473b-82d4-8278c29f437b,T091,SCH018,PYP Coordinator,Design Technology,Grades 9-10,2021-08-01,2023-06-30,Full-time,,,Technology,No,2026-06-07,2026-06-07
ASG0250,2bc6e1db-f14f-4c12-ae8b-2c94ac1aed5a,T092,SCH037,Senior Teacher,Physics,Grades 11-12,2007-08-01,2012-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0251,a06948a1-9746-4b54-a368-8c43f2d6a139,T092,SCH021,MYP Coordinator,Physics,PK-K,2013-08-01,2015-06-30,Full-time,,,Science,No,2026-06-07,2026-06-07
ASG0252,6bbaa500-0a4d-4925-9db8-ca0212b90c8f,T092,SCH015,MYP Coordinator,History,Grades 6-8,2016-08-01,2018-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0253,7279f5b1-2113-4e9a-a2c5-0fb3de39cd74,T092,SCH008,Teacher,Physics,Grades 9-10,2019-08-01,2023-06-30,Part-time,,,Science,No,2026-06-07,2026-06-07
ASG0254,c36cadf0-6e2e-445d-a59f-f6c77a1aab75,T093,SCH030,Senior Teacher,Psychology,Grades 11-12,2009-08-01,2014-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0255,78d05d4f-3db0-437d-9329-6a5e86848ac6,T093,SCH037,Curriculum Coordinator,English as an Additional Language,Grades 11-12,2015-08-01,2018-06-30,Full-time,,,English,No,2026-06-07,2026-06-07
ASG0256,5def04c1-8f2d-4acc-83a3-100c62adc38e,T093,SCH010,Teacher,French,Grades 11-12,2018-08-01,2021-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0257,30d10944-1436-4591-85f7-07ca7ca9bdd5,T093,SCH039,IB DP Coordinator,English as an Additional Language,Grades K-5,2022-08-01,,Full-time,,,English,Yes,2026-06-07,2026-06-07
ASG0258,294428a4-2494-4bd6-9e13-719ccb683946,T094,SCH005,Teacher,History,Grades 9-10,2019-08-01,2021-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0259,c86bb8d8-2d3f-4670-bb7d-674fb3540294,T094,SCH009,Teacher,History,Grades 9-10,2021-08-01,,Full-time,,,Humanities,Yes,2026-06-07,2026-06-07
ASG0260,0bc21bc3-1fbb-42f9-bcd8-8b66beb30681,T095,SCH027,Teacher,History,Grades 11-12,2007-08-01,2011-06-30,Part-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0261,798b01ea-c8af-4910-a881-b1d24fc5d50b,T095,SCH029,Teacher,History,Grades K-5,2011-08-01,2015-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0262,cecae3bb-960c-465e-a5a4-b93bc6448add,T095,SCH023,Librarian,Librarian,Grades K-5,2015-08-01,2017-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0263,44e019b5-6693-4993-bfdc-47c05f2188e2,T095,SCH014,Teacher,History,PK-K,2017-08-01,2022-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0264,84b77f48-4793-43dc-8f6f-58f0ae75d324,T096,SCH034,Senior Teacher,History,PK-K,2013-08-01,2018-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0265,ccfd0140-e486-4f04-adfc-876129e83c52,T096,SCH002,Athletic Director,Athletic Director,Grades K-5,2019-08-01,2023-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
ASG0266,0d71c4dd-3abd-4145-b77b-5718ee2f519a,T097,SCH004,Teacher,Visual Arts,Grades 6-12,2021-08-01,2025-06-30,Full-time,,,Arts,No,2026-06-07,2026-06-07
ASG0267,b52ed180-f357-4432-a5be-b9bb7024e4e2,T098,SCH005,Teacher,Spanish,Grades K-5,2002-08-01,2006-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0268,d98ac4e8-c432-4c91-a24b-b7f4fa7b4088,T098,SCH030,Teacher,Spanish,Grades 6-12,2007-08-01,2010-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0269,3c5842aa-c3aa-4730-8379-9eb190f6ef37,T098,SCH033,Dean of Students,Dean of Students,Grades 6-12,2011-08-01,2014-06-30,Part-time,,,Languages,No,2026-06-07,2026-06-07
ASG0270,5f6439cc-8c65-4ae2-894e-648586bde317,T098,SCH012,Teacher,Spanish,Grades 11-12,2015-08-01,2020-06-30,Full-time,,,Languages,No,2026-06-07,2026-06-07
ASG0271,49da1576-a9ab-478b-896a-7a0c1d96a268,T098,SCH020,Deputy Head,Administration,Grades 9-12,2020-08-01,2022-06-30,Full-time,,,School Leadership,No,2026-06-07,2026-06-07
ASG0272,027d00c0-ae2e-416e-8b3c-1d04f0d94dfe,T099,SCH025,Senior Teacher,Economics,Grades K-5,2015-08-01,2019-06-30,Full-time,,,Humanities,No,2026-06-07,2026-06-07
